date;product_code;rest_code;product_count
01.03.2009;824087;ќзерный;1
01.03.2009;824095;ќзерный;3
01.03.2009;824096;ќзерный;4
01.03.2009;824102;ќзерный;1
01.03.2009;824103;ќзерный;3
01.03.2009;824105;ќзерный;2
02.03.2009;824021;ќзерный;3
02.03.2009;824057;ќзерный;2
02.03.2009;824070;ќзерный;2
02.03.2009;824074;ќзерный;6
02.03.2009;824087;ќзерный;4
02.03.2009;824095;ќзерный;13
02.03.2009;824096;ќзерный;7
02.03.2009;824102;ќзерный;2
02.03.2009;824103;ќзерный;3
03.03.2009;824021;ќзерный;1
03.03.2009;824057;ќзерный;2
03.03.2009;824068;ќзерный;1
03.03.2009;824070;ќзерный;5
03.03.2009;824073;ќзерный;4
03.03.2009;824074;ќзерный;5
03.03.2009;824087;ќзерный;6
03.03.2009;824095;ќзерный;17
03.03.2009;824096;ќзерный;5
03.03.2009;824102;ќзерный;1
03.03.2009;824103;ќзерный;2
03.03.2009;824105;ќзерный;1
04.03.2009;824021;ќзерный;2
04.03.2009;824057;ќзерный;2
04.03.2009;824070;ќзерный;4
04.03.2009;824073;ќзерный;7
04.03.2009;824074;ќзерный;11
04.03.2009;824087;ќзерный;3
04.03.2009;824095;ќзерный;14
04.03.2009;824096;ќзерный;6
04.03.2009;824102;ќзерный;1
04.03.2009;824103;ќзерный;6
04.03.2009;824105;ќзерный;1
05.03.2009;824021;ќзерный;4
05.03.2009;824057;ќзерный;3
05.03.2009;824061;ќзерный;5
05.03.2009;824068;ќзерный;1
05.03.2009;824070;ќзерный;5
05.03.2009;824073;ќзерный;1
05.03.2009;824074;ќзерный;2
05.03.2009;824087;ќзерный;2
05.03.2009;824095;ќзерный;15
05.03.2009;824096;ќзерный;6
05.03.2009;824102;ќзерный;4
05.03.2009;824103;ќзерный;2
05.03.2009;824105;ќзерный;2
06.03.2009;824021;ќзерный;8
06.03.2009;824057;ќзерный;5
06.03.2009;824061;ќзерный;5
06.03.2009;824070;ќзерный;7
06.03.2009;824073;ќзерный;3
06.03.2009;824074;ќзерный;11
06.03.2009;824087;ќзерный;4
06.03.2009;824095;ќзерный;10
06.03.2009;824096;ќзерный;7
06.03.2009;824102;ќзерный;2
06.03.2009;824103;ќзерный;3
07.03.2009;824021;ќзерный;2
07.03.2009;824057;ќзерный;2
07.03.2009;824061;ќзерный;1
07.03.2009;824068;ќзерный;1
07.03.2009;824070;ќзерный;8
07.03.2009;824073;ќзерный;2
07.03.2009;824074;ќзерный;3
07.03.2009;824087;ќзерный;3
07.03.2009;824095;ќзерный;8
07.03.2009;824102;ќзерный;3
07.03.2009;824103;ќзерный;3
08.03.2009;824021;ќзерный;1
08.03.2009;824057;ќзерный;3
08.03.2009;824061;ќзерный;2
08.03.2009;824068;ќзерный;1
08.03.2009;824070;ќзерный;1
08.03.2009;824073;ќзерный;1
08.03.2009;824074;ќзерный;3
08.03.2009;824095;ќзерный;1
08.03.2009;824096;ќзерный;3
08.03.2009;824102;ќзерный;1
09.03.2009;824021;ќзерный;3
09.03.2009;824057;ќзерный;4
09.03.2009;824061;ќзерный;5
09.03.2009;824070;ќзерный;4
09.03.2009;824073;ќзерный;2
09.03.2009;824087;ќзерный;4
09.03.2009;824095;ќзерный;2
09.03.2009;824096;ќзерный;4
09.03.2009;824105;ќзерный;1
10.03.2009;824021;ќзерный;3
10.03.2009;824057;ќзерный;5
10.03.2009;824061;ќзерный;9
10.03.2009;824070;ќзерный;13
10.03.2009;824073;ќзерный;1
10.03.2009;824074;ќзерный;1
10.03.2009;824087;ќзерный;2
10.03.2009;824095;ќзерный;17
10.03.2009;824096;ќзерный;7
11.03.2009;824021;ќзерный;2
11.03.2009;824057;ќзерный;7
11.03.2009;824061;ќзерный;14
11.03.2009;824070;ќзерный;6
11.03.2009;824073;ќзерный;2
11.03.2009;824087;ќзерный;6
11.03.2009;824095;ќзерный;16
11.03.2009;824096;ќзерный;4
11.03.2009;824102;ќзерный;2
11.03.2009;824103;ќзерный;3
11.03.2009;824105;ќзерный;1
12.03.2009;824021;ќзерный;13
12.03.2009;824057;ќзерный;1
12.03.2009;824061;ќзерный;11
12.03.2009;824068;ќзерный;1
12.03.2009;824070;ќзерный;10
12.03.2009;824073;ќзерный;3
12.03.2009;824074;ќзерный;5
12.03.2009;824087;ќзерный;3
12.03.2009;824095;ќзерный;9
12.03.2009;824096;ќзерный;5
12.03.2009;824103;ќзерный;1
12.03.2009;824105;ќзерный;4
13.03.2009;824021;ќзерный;3
13.03.2009;824057;ќзерный;1
13.03.2009;824061;ќзерный;5
13.03.2009;824070;ќзерный;4
13.03.2009;824073;ќзерный;5
13.03.2009;824074;ќзерный;8
13.03.2009;824087;ќзерный;6
13.03.2009;824095;ќзерный;19
13.03.2009;824096;ќзерный;9
13.03.2009;824102;ќзерный;3
13.03.2009;824103;ќзерный;3
13.03.2009;824105;ќзерный;1
14.03.2009;824021;ќзерный;10
14.03.2009;824057;ќзерный;1
14.03.2009;824061;ќзерный;2
14.03.2009;824070;ќзерный;4
14.03.2009;824073;ќзерный;4
14.03.2009;824095;ќзерный;4
14.03.2009;824096;ќзерный;4
14.03.2009;824102;ќзерный;1
14.03.2009;824103;ќзерный;3
14.03.2009;824105;ќзерный;3
15.03.2009;824021;ќзерный;2
15.03.2009;824057;ќзерный;1
15.03.2009;824061;ќзерный;1
15.03.2009;824070;ќзерный;3
15.03.2009;824073;ќзерный;3
15.03.2009;824074;ќзерный;3
15.03.2009;824087;ќзерный;2
15.03.2009;824095;ќзерный;4
15.03.2009;824096;ќзерный;3
15.03.2009;824102;ќзерный;4
15.03.2009;824103;ќзерный;4
15.03.2009;824105;ќзерный;4
16.03.2009;824021;ќзерный;5
16.03.2009;824057;ќзерный;1
16.03.2009;824061;ќзерный;1
16.03.2009;824068;ќзерный;1
16.03.2009;824070;ќзерный;6
16.03.2009;824073;ќзерный;7
16.03.2009;824074;ќзерный;2
16.03.2009;824087;ќзерный;1
16.03.2009;824095;ќзерный;10
16.03.2009;824096;ќзерный;9
16.03.2009;824102;ќзерный;2
16.03.2009;824103;ќзерный;1
17.03.2009;824021;ќзерный;10
17.03.2009;824057;ќзерный;2
17.03.2009;824061;ќзерный;4
17.03.2009;824070;ќзерный;9
17.03.2009;824073;ќзерный;1
17.03.2009;824074;ќзерный;8
17.03.2009;824087;ќзерный;3
17.03.2009;824095;ќзерный;15
17.03.2009;824096;ќзерный;8
17.03.2009;824102;ќзерный;2
17.03.2009;824103;ќзерный;4
18.03.2009;824021;ќзерный;6
18.03.2009;824057;ќзерный;2
18.03.2009;824070;ќзерный;8
18.03.2009;824073;ќзерный;5
18.03.2009;824074;ќзерный;6
18.03.2009;824087;ќзерный;1
18.03.2009;824095;ќзерный;12
18.03.2009;824096;ќзерный;9
18.03.2009;824102;ќзерный;2
18.03.2009;824103;ќзерный;6
18.03.2009;824105;ќзерный;1
19.03.2009;824021;ќзерный;3
19.03.2009;824057;ќзерный;1
19.03.2009;824070;ќзерный;9
19.03.2009;824073;ќзерный;1
19.03.2009;824074;ќзерный;5
19.03.2009;824087;ќзерный;3
19.03.2009;824095;ќзерный;12
19.03.2009;824096;ќзерный;7
19.03.2009;824102;ќзерный;4
19.03.2009;824103;ќзерный;2
19.03.2009;824105;ќзерный;1
20.03.2009;824021;ќзерный;5
20.03.2009;824057;ќзерный;4
20.03.2009;824070;ќзерный;4
20.03.2009;824073;ќзерный;4
20.03.2009;824074;ќзерный;7
